=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.04.06 16:37:34 =~=~=~=~=~=~=~=~=~=~=~=
Filtered: 0
X, Y, Z
78, -29, 8312
72, -28, 8312
83, -33, 8311
75, -25, 8306
70, -20, 8307
75, -30, 8289
73, -29, 8321
75, -18, 8299
77, -24, 8288
70, -26, 8302
95, -33, 8319
86, -29, 8304
85, -21, 8302
74, -24, 8310
81, -23, 8299
76, -26, 8300
89, -26, 8310
81, -25, 8301
80, -29, 8304
76, -17, 8296
70, -30, 8316
71, -19, 8305
72, -25, 8313
85, -27, 8298
88, -18, 8307
79, -22, 8298
80, -26, 8297
82, -23, 8310
74, -18, 8314
73, -27, 8320
64, -21, 8317
77, -26, 8303
79, -26, 8311
76, -31, 8306
64, -27, 8316
97, -29, 8309
78, -27, 8307
72, -28, 8309
67, -28, 8308
70, -13, 8301
87, -21, 8314
75, -30, 8301
80, -26, 8303
67, -27, 8312
82, -26, 8298
76, -32, 8304
75, -31, 8313
74, -25, 8311
80, -29, 8302
82, -21, 8317
78, -23, 8300
82, -23, 8304
93, -20, 8305
92, -19, 8304
85, -24, 8305
65, -21, 8313
66, -13, 8318
77, -22, 8307
81, -23, 8312
84, -24, 8295
74, -34, 8318
67, -40, 8334
71, -21, 8302
92, -37, 8298
82, -27, 8308
63, -30, 8326
89, -23, 8311
98, -27, 8306
73, -28, 8310
82, -22, 8311
82, -23, 8294
76, -30, 8311
81, -29, 8316
82, -21, 8296
81, -30, 8310
70, -16, 8303
81, -25, 8309
70, -21, 8299
83, -29, 8303
71, -26, 8308
84, -31, 8311
71, -13, 8298
76, -6, 8297
81, -26, 8295
80, -27, 8301
79, -27, 8305
90, -28, 8309
90, -27, 8304
72, -19, 8323
79, -22, 8286
85, -25, 8301
80, -23, 8298
92, -23, 8296
72, -29, 8319
80, -22, 8299
82, -26, 8310
75, -25, 8317
84, -27, 8303
70, -26, 8309
84, -21, 8303
86, -22, 8301
95, -19, 8301
74, -22, 8307
75, -31, 8306
76, -11, 8300
75, -22, 8309
81, -22, 8293
83, -24, 8296
70, -27, 8322
83, -24, 8295
83, -20, 8292
75, -26, 8303
82, -35, 8308
68, -28, 8321
77, -27, 8300
71, -27, 8316
82, -27, 8302
64, -23, 8310
78, -35, 8313
75, -12, 8298
77, -21, 8315
86, -37, 8317
71, -27, 8307
78, -10, 8302
74, -24, 8310
71, -22, 8290
81, -27, 8295
73, -9, 8302
68, -23, 8290
68, -9, 8299
75, -28, 8296
75, -19, 8297
67, -30, 8317
76, -28, 8294
74, -17, 8294
82, -23, 8286
83, -25, 8292
80, -20, 8299
79, -30, 8311
80, -35, 8305
81, -24, 8298
80, -21, 8295
71, -32, 8314
78, -26, 8294
78, -22, 8298
83, -17, 8310
83, -26, 8293
91, -28, 8309
79, -22, 8298
79, -17, 8299
79, -22, 8292
76, -24, 8300
80, -15, 8303
87, -23, 8302
68, -24, 8301
77, -22, 8305
76, -21, 8302
83, -24, 8305
68, -24, 8289
75, -20, 8294
86, -19, 8300
87, -21, 8304
78, -25, 8311
